stem,selected_instances,all_instances,selected_indices,selected_mean_abs_rgb_diff,control_mean_abs_rgb_diff,background_mean_abs_rgb_diff,selected_changed_ratio_diff_gt8,control_changed_ratio_diff_gt8,background_changed_ratio_diff_gt8,label_sha256_equal,depth_sha256_equal
IMG_0191_20260601030809091,2,4,0|3,32.539608001708984,3.3611762523651123,0.6756596565246582,0.9005360333531864,0.09630595393307258,0.010631383790218305,True,True
IMG_0194_20260519023145537,1,4,0,25.356914520263672,1.1504507064819336,0.7151685357093811,0.8439261418853256,0.009474860335195531,0.009961384439359268,True,True
IMG_0194_20260601204858088,2,3,0|1,86.78514862060547,2.5697762966156006,0.9100646376609802,0.9962730025623108,0.04647183628772843,0.017900622238254126,True,True
IMG_0196_20260519180512217,2,4,1|2,39.874839782714844,4.1565656661987305,1.8059916496276855,0.371800359558257,0.11696540225093789,0.034734272936329906,True,True
IMG_0198_20260602053519966,2,4,0|1,36.844730377197266,0.7286179661750793,1.2027978897094727,0.5300691857370942,0.0,0.025948332811793748,True,True
IMG_0203_20260531050834352,2,3,0|1,51.013755798339844,10.466169357299805,1.3931443691253662,0.9647700701480905,0.5300248138957816,0.042376850769269274,True,True
IMG_0203_20260602195251297,2,5,0|4,50.25822830200195,2.524902582168579,2.3231818675994873,0.884784667669508,0.05540672187043351,0.054880931872578594,True,True
IMG_0206_20260531032907962,3,4,0|1|3,19.16722869873047,5.201040267944336,1.0817893743515015,0.264378927017883,0.1908527463133148,0.025661966697489824,True,True
IMG_0206_20260531193539857,3,4,0|2|3,12.739051818847656,0.9235817193984985,1.4069515466690063,0.1950191066016603,0.0004542701393095094,0.031538495667339,True,True
IMG_0207_20260531050700449,3,3,0|1|2,70.39594268798828,nan,1.1589241027832031,0.9248511343936082,nan,0.031459550305681906,True,True
IMG_0210_20260602212119754,3,3,0|1|2,17.048402786254883,nan,1.3857508897781372,0.3223419995772564,nan,0.03205608514062912,True,True
IMG_0211_20260531180451857,1,3,0,37.40115737915039,1.665757417678833,0.6207875609397888,1.0,0.009637531822039035,0.008478040938509084,True,True
IMG_0215_20260602200307991,2,3,0|1,48.88504409790039,1.4799922704696655,1.3795280456542969,0.6897824290828972,0.0018904966189195085,0.02957950103889688,True,True
IMG_0217_20260531184245642,2,4,1|2,88.0270004272461,0.7766287326812744,1.355049729347229,0.9936937989022538,0.0007159334977328772,0.02811501136924646,True,True
IMG_0220_20260531184246057,2,3,0|2,99.49858856201172,5.380987167358398,1.186233401298523,0.913457809296914,0.21017257039055404,0.03425043892739542,True,True
IMG_0226_20260601211108276,1,3,0,22.215137481689453,1.3853967189788818,0.7273709774017334,0.48278061224489793,0.0021927820922795797,0.010069006350839847,True,True
IMG_0229_20260602192205516,2,4,2|3,105.97498321533203,4.624124526977539,1.1208834648132324,0.8399934085853176,0.12789378877843752,0.024467572344109824,True,True
IMG_0231_20260601221954924,1,3,2,6.790867328643799,2.586588144302368,0.48461517691612244,0.13019169329073482,0.05136942539506751,0.005321834095288204,True,True
IMG_0236_20260519052927304,3,3,0|1|2,38.35683059692383,nan,2.061901569366455,0.37214006233835134,nan,0.04987330440871781,True,True
