image,depth,sample_group,module,gate_mode,shape,src_weight_mean,src_weight_std,src_weight_min,src_weight_max,depth_weight_mean,depth_weight_std,depth_weight_min,depth_weight_max,base_blend_weight,out_blend_weight
622_xinjiang_IMG_0007_20260601213601074.jpg,622_xinjiang_IMG_0007_20260601213601074.png,normal,model.36.coord_att,spatial_illum,1x1x80x80,0.9651730060577393,0.04133940860629082,0.3513910472393036,0.9984170198440552,0.034827060997486115,0.04133940860629082,0.0015829801559448242,0.648608922958374,0.5456488728523254,0.4543510973453522
622_xinjiang_IMG_0007_20260601213601074.jpg,622_xinjiang_IMG_0007_20260601213601074.png,normal,model.37.coord_att,spatial_illum,1x1x40x40,0.8514240980148315,0.07114636898040771,0.3163719177246094,0.9795071482658386,0.1485758125782013,0.07114636898040771,0.020492851734161377,0.6836280822753906,0.5461330413818359,0.4538668990135193
622_xinjiang_IMG_0007_20260601213601074.jpg,622_xinjiang_IMG_0007_20260601213601074.png,normal,model.38.coord_att,spatial_illum,1x1x20x20,0.6756425499916077,0.13187476992607117,0.22501365840435028,0.9059534668922424,0.32435745000839233,0.13187476992607117,0.09404653310775757,0.7749863266944885,0.45556193590164185,0.5444381237030029
622_xinjiang_IMG_0008_20260519034404107.jpg,622_xinjiang_IMG_0008_20260519034404107.png,normal,model.36.coord_att,spatial_illum,1x1x80x80,0.9702404141426086,0.03413248434662819,0.46140846610069275,0.9992066025733948,0.02975962869822979,0.03413248434662819,0.0007933974266052246,0.5385915040969849,0.5456488728523254,0.4543510973453522
622_xinjiang_IMG_0008_20260519034404107.jpg,622_xinjiang_IMG_0008_20260519034404107.png,normal,model.37.coord_att,spatial_illum,1x1x40x40,0.8577899932861328,0.07382891327142715,0.25774407386779785,0.9924420118331909,0.142209991812706,0.07382891327142715,0.007557988166809082,0.7422559261322021,0.5461330413818359,0.4538668990135193
622_xinjiang_IMG_0008_20260519034404107.jpg,622_xinjiang_IMG_0008_20260519034404107.png,normal,model.38.coord_att,spatial_illum,1x1x20x20,0.7238763570785522,0.13288237154483795,0.3077132999897003,0.9614159464836121,0.27612361311912537,0.13288237154483795,0.03858405351638794,0.6922867298126221,0.45556193590164185,0.5444381237030029
622_xinjiang_IMG_0008_20260519034404107_realexp.jpg,622_xinjiang_IMG_0008_20260519034404107_realexp.png,overexposed,model.36.coord_att,spatial_illum,1x1x80x80,0.9705153107643127,0.03336348012089729,0.45540758967399597,0.9993340373039246,0.029484711587429047,0.03336348012089729,0.0006659626960754395,0.5445923805236816,0.5456488728523254,0.4543510973453522
622_xinjiang_IMG_0008_20260519034404107_realexp.jpg,622_xinjiang_IMG_0008_20260519034404107_realexp.png,overexposed,model.37.coord_att,spatial_illum,1x1x40x40,0.8581714034080505,0.07373645156621933,0.26428648829460144,0.9882094860076904,0.14182862639427185,0.07373645156621933,0.01179051399230957,0.7357134819030762,0.5461330413818359,0.4538668990135193
622_xinjiang_IMG_0008_20260519034404107_realexp.jpg,622_xinjiang_IMG_0008_20260519034404107_realexp.png,overexposed,model.38.coord_att,spatial_illum,1x1x20x20,0.7225103974342346,0.13191942870616913,0.3031974136829376,0.9622390866279602,0.27748963236808777,0.13191942870616913,0.037760913372039795,0.6968026161193848,0.45556193590164185,0.5444381237030029
622_xinjiang_IMG_0009_20260519195352213.jpg,622_xinjiang_IMG_0009_20260519195352213.png,normal,model.36.coord_att,spatial_illum,1x1x80x80,0.9735556244850159,0.027442768216133118,0.41000452637672424,0.9982095956802368,0.026444416493177414,0.027442768216133118,0.0017904043197631836,0.5899955034255981,0.5456488728523254,0.4543510973453522
