stem,module,selected_instances,all_instances,normal_selected_src,exposed_selected_src,selected_src_delta_exposed_minus_normal,selected_depth_delta_exposed_minus_normal,control_src_delta_exposed_minus_normal,background_src_delta_exposed_minus_normal,selected_vs_control_did_src,selected_vs_background_did_src,normal_selected_minus_background_src,exposed_selected_minus_background_src,selected_feature_area,control_feature_area
IMG_0031_20260519032333207,model.36.coord_att,2,3,0.9467905759811401,0.9630419611930847,0.01625138521194458,-0.01625138521194458,0.0023883581161499023,0.0003287196159362793,0.013863027095794678,0.0159226655960083,-0.025264382362365723,-0.009341716766357422,202.875,152.078125
IMG_0031_20260519032333207,model.37.coord_att,2,3,0.7152676582336426,0.7292872071266174,0.014019548892974854,-0.014019548892974854,-0.0004506111145019531,-1.9550323486328125e-05,0.014470160007476807,0.014039099216461182,-0.13956338167190552,-0.12552428245544434,50.71875,38.01953125
IMG_0031_20260519032333207,model.38.coord_att,2,3,0.606920063495636,0.5868504047393799,-0.020069658756256104,0.020069658756256104,-0.010090112686157227,-0.000985562801361084,-0.009979546070098877,-0.01908409595489502,-0.07259130477905273,-0.09167540073394775,12.6796875,9.5048828125
IMG_0031_20260519032642832,model.36.coord_att,2,3,0.9167274832725525,0.9586741924285889,0.04194670915603638,-0.04194670915603638,-0.0002847909927368164,0.00035566091537475586,0.04223150014877319,0.04159104824066162,-0.054424285888671875,-0.012833237648010254,411.96875,58.5
IMG_0031_20260519032642832,model.37.coord_att,2,3,0.8496466875076294,0.8568806648254395,0.007233977317810059,-0.007233977317810059,-0.00184708833694458,-0.0003133416175842285,0.009081065654754639,0.007547318935394287,-0.013692617416381836,-0.006145298480987549,102.9921875,14.625
IMG_0031_20260519032642832,model.38.coord_att,2,3,0.7719393372535706,0.7116243243217468,-0.06031501293182373,0.06031501293182373,0.005528271198272705,-0.006498157978057861,-0.06584328413009644,-0.05381685495376587,0.053389668464660645,-0.0004271864891052246,25.748046875,3.65625
IMG_0031_20260519072026075,model.36.coord_att,1,4,0.9491303563117981,0.9579268097877502,0.008796453475952148,-0.008796453475952148,0.004211902618408203,9.244680404663086e-05,0.004584550857543945,0.008704006671905518,-0.023987174034118652,-0.015283167362213135,22.25,325.1875
IMG_0031_20260519072026075,model.37.coord_att,1,4,0.7685190439224243,0.7929495573043823,0.024430513381958008,-0.024430513381958008,0.001331329345703125,7.325410842895508e-05,0.023099184036254883,0.024357259273529053,-0.08994334936141968,-0.06558609008789062,5.5625,81.296875
IMG_0031_20260519072026075,model.38.coord_att,1,4,0.7688102126121521,0.767156720161438,-0.0016534924507141113,0.0016534924507141113,0.004429280757904053,0.0019080638885498047,-0.006082773208618164,-0.003561556339263916,0.08162111043930054,0.07805955410003662,1.390625,20.32421875
IMG_0031_20260519210233121,model.36.coord_att,2,3,0.9541264772415161,0.9747797250747681,0.020653247833251953,-0.020653247833251953,0.0012570023536682129,0.00018924474716186523,0.01939624547958374,0.020464003086090088,-0.019243836402893066,0.0012201666831970215,183.8125,297.703125
IMG_0031_20260519210233121,model.37.coord_att,2,3,0.7968345880508423,0.8393789529800415,0.04254436492919922,-0.04254436492919922,-0.0005025267601013184,0.0005353093147277832,0.04304689168930054,0.042009055614471436,-0.07690852880477905,-0.03489947319030762,45.953125,74.42578125
IMG_0031_20260519210233121,model.38.coord_att,2,3,0.7938949465751648,0.6233879923820496,-0.17050695419311523,0.17050695419311523,-0.0008043050765991211,-0.003441154956817627,-0.1697026491165161,-0.1670657992362976,0.03969627618789673,-0.12736952304840088,11.48828125,18.6064453125
IMG_0033_20260519030038859,model.36.coord_att,1,3,0.865278959274292,0.9014418721199036,0.03616291284561157,-0.03616291284561157,0.0013695359230041504,0.00019294023513793945,0.03479337692260742,0.03596997261047363,-0.10763043165206909,-0.07166045904159546,72.296875,414.71875
IMG_0033_20260519030038859,model.37.coord_att,1,3,0.8743261694908142,0.8706172108650208,-0.003708958625793457,0.003708958625793457,-0.00017839670181274414,-0.0006299018859863281,-0.003530561923980713,-0.003079056739807129,0.017743825912475586,0.014664769172668457,18.07421875,103.6796875
IMG_0033_20260519030038859,model.38.coord_att,1,3,0.5023460984230042,0.45595359802246094,-0.04639250040054321,0.04639250040054321,0.0024823546409606934,-0.0001119375228881836,-0.048874855041503906,-0.04628056287765503,-0.20201891660690308,-0.2482994794845581,4.5185546875,25.919921875
