epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3
261,50280.236,0.24029,0.29921,0.18633,0,0.91892,0.86636,0.91289,0.82096,0.93119,0.86449,0.91641,0.80045,0.40873,0.80345,0.34069,0,0.001342,0.001342,0.001342,0.001342
262,50401.66,0.23364,0.29459,0.18016,0,0.92569,0.86087,0.91276,0.82076,0.93107,0.86495,0.91664,0.80071,0.40989,0.80355,0.3411,0,0.0013087,0.0013087,0.0013087,0.0013087
263,50523.215,0.23983,0.30625,0.18553,0,0.92536,0.86173,0.91265,0.82073,0.9307,0.86618,0.91684,0.80088,0.4109,0.80465,0.34131,0,0.0012754,0.0012754,0.0012754,0.0012754
264,50645.718,0.23885,0.30617,0.18389,0,0.92464,0.86193,0.91268,0.82048,0.9301,0.8661,0.91669,0.80095,0.41209,0.80484,0.34184,0,0.0012421,0.0012421,0.0012421,0.0012421
265,50765.642,0.23376,0.30036,0.18572,0,0.92542,0.86191,0.91249,0.8204,0.93065,0.86674,0.91671,0.8007,0.41318,0.80504,0.34225,0,0.0012088,0.0012088,0.0012088,0.0012088
266,50886.174,0.23735,0.29926,0.18182,0,0.92319,0.86388,0.91246,0.8203,0.92874,0.86814,0.91643,0.80078,0.41432,0.80674,0.34286,0,0.0011755,0.0011755,0.0011755,0.0011755
267,51006.75,0.23535,0.30573,0.18536,0,0.91963,0.86673,0.91239,0.82004,0.92734,0.86935,0.91627,0.80084,0.41564,0.80959,0.34351,0,0.0011422,0.0011422,0.0011422,0.0011422
268,51127.561,0.23346,0.29814,0.18176,0,0.92403,0.86302,0.91255,0.82031,0.92877,0.86802,0.91688,0.80129,0.41679,0.8106,0.34395,0,0.0011089,0.0011089,0.0011089,0.0011089
269,51248.175,0.23761,0.30573,0.1863,0,0.9201,0.86649,0.91256,0.82043,0.92597,0.87028,0.91664,0.80138,0.41681,0.81204,0.34403,0,0.0010756,0.0010756,0.0010756,0.0010756
270,51369.54,0.23207,0.29414,0.18069,0,0.92228,0.86503,0.91262,0.82026,0.92712,0.86964,0.91651,0.80128,0.41683,0.81246,0.34431,0,0.0010423,0.0010423,0.0010423,0.0010423
271,51489.587,0.23315,0.29885,0.18517,0,0.9211,0.86503,0.91212,0.81996,0.92616,0.86944,0.9163,0.80117,0.41808,0.81328,0.34487,0,0.001009,0.001009,0.001009,0.001009
272,51610.361,0.23498,0.30504,0.18256,0,0.92202,0.86514,0.91234,0.81966,0.92737,0.86942,0.91674,0.8016,0.41931,0.81412,0.34547,0,0.0009757,0.0009757,0.0009757,0.0009757
273,51731.88,0.23138,0.29567,0.18154,0,0.92202,0.86576,0.91227,0.81968,0.92656,0.86975,0.91659,0.80181,0.42048,0.81267,0.34568,0,0.0009424,0.0009424,0.0009424,0.0009424
274,51854.446,0.23017,0.29725,0.18029,0,0.92287,0.86567,0.91239,0.81954,0.92736,0.86964,0.91647,0.8017,0.42075,0.81603,0.346,0,0.0009091,0.0009091,0.0009091,0.0009091
275,51975.466,0.23469,0.30017,0.18462,0,0.92207,0.86512,0.91211,0.81914,0.92706,0.86911,0.91623,0.8017,0.42194,0.81644,0.34647,0,0.0008758,0.0008758,0.0008758,0.0008758
276,52096.649,0.23315,0.29882,0.18145,0,0.92224,0.86529,0.91207,0.819,0.92772,0.86963,0.91665,0.80198,0.42323,0.81534,0.34696,0,0.0008425,0.0008425,0.0008425,0.0008425
277,52219.81,0.23098,0.30184,0.18003,0,0.92189,0.86484,0.91205,0.81913,0.92734,0.86909,0.91659,0.80204,0.42445,0.81658,0.34781,0,0.0008092,0.0008092,0.0008092,0.0008092
278,52340.219,0.2323,0.30266,0.18268,0,0.92282,0.86485,0.91231,0.81891,0.92717,0.86902,0.91665,0.80202,0.42562,0.81908,0.34839,0,0.0007759,0.0007759,0.0007759,0.0007759
279,52461.015,0.22925,0.29896,0.17942,0,0.92197,0.86503,0.91231,0.81855,0.92833,0.86821,0.91657,0.80216,0.42701,0.81988,0.34902,0,0.0007426,0.0007426,0.0007426,0.0007426
280,52580.918,0.23086,0.3,0.18314,0,0.9237,0.86412,0.91221,0.8185,0.92907,0.86767,0.91646,0.80196,0.42817,0.82001,0.34978,0,0.0007093,0.0007093,0.0007093,0.0007093
281,52701.404,0.22971,0.29823,0.18154,0,0.92326,0.86385,0.91238,0.81868,0.92852,0.86678,0.91662,0.80244,0.4284,0.82051,0.35001,0,0.000676,0.000676,0.000676,0.000676
282,52821.016,0.23222,0.29293,0.18036,0,0.92323,0.86326,0.91244,0.81875,0.9232,0.87057,0.91696,0.80303,0.42971,0.82081,0.35073,0,0.0006427,0.0006427,0.0006427,0.0006427
283,52940.895,0.22946,0.30118,0.17883,0,0.92283,0.86256,0.912,0.81835,0.92327,0.8703,0.91664,0.80294,0.43008,0.82137,0.3511,0,0.0006094,0.0006094,0.0006094,0.0006094
284,53061.399,0.22849,0.29361,0.17853,0,0.92269,0.86343,0.91169,0.81795,0.92426,0.87001,0.91699,0.80301,0.43129,0.82181,0.35197,0,0.0005761,0.0005761,0.0005761,0.0005761
285,53181.844,0.22865,0.29376,0.17812,0,0.92405,0.86211,0.91181,0.81786,0.92792,0.86636,0.91658,0.80272,0.43238,0.82286,0.35287,0,0.0005428,0.0005428,0.0005428,0.0005428
286,53302.867,0.22277,0.28916,0.17701,0,0.92252,0.86268,0.91128,0.81756,0.93253,0.86214,0.91619,0.8027,0.43318,0.82299,0.35362,0,0.0005095,0.0005095,0.0005095,0.0005095
287,53426.076,0.22813,0.30076,0.17913,0,0.92274,0.86153,0.91141,0.81755,0.9319,0.86206,0.91612,0.80252,0.43424,0.82299,0.35407,0,0.0004762,0.0004762,0.0004762,0.0004762
288,53547.434,0.22898,0.30198,0.17786,0,0.92251,0.86238,0.91143,0.81762,0.92708,0.86602,0.91636,0.80263,0.43452,0.82348,0.3546,0,0.0004429,0.0004429,0.0004429,0.0004429
289,53667.723,0.22663,0.28831,0.17526,0,0.92266,0.86138,0.91108,0.8171,0.92752,0.8651,0.91629,0.80272,0.43558,0.82515,0.35564,0,0.0004096,0.0004096,0.0004096,0.0004096
290,53788.935,0.22543,0.28768,0.17789,0,0.92238,0.86138,0.91122,0.81692,0.92711,0.86501,0.91619,0.8028,0.43656,0.82627,0.35633,0,0.0003763,0.0003763,0.0003763,0.0003763
291,53911.24,0.17905,0.25263,0.13467,0,0.92252,0.86155,0.91106,0.81644,0.92682,0.86501,0.91577,0.80242,0.43748,0.82687,0.35671,0,0.000343,0.000343,0.000343,0.000343
292,54032.278,0.17575,0.24858,0.13198,0,0.92227,0.86173,0.91071,0.81644,0.92664,0.86528,0.91545,0.80235,0.43846,0.82842,0.35752,0,0.0003097,0.0003097,0.0003097,0.0003097
293,54152.821,0.17435,0.25066,0.13091,0,0.92196,0.86184,0.9107,0.81612,0.9267,0.86556,0.91533,0.80216,0.43944,0.82956,0.35759,0,0.0002764,0.0002764,0.0002764,0.0002764
294,54273.953,0.1721,0.24626,0.12929,0,0.92176,0.86175,0.91062,0.81613,0.92738,0.86439,0.91547,0.80255,0.44033,0.83043,0.35822,0,0.0002431,0.0002431,0.0002431,0.0002431
295,54394.706,0.16971,0.24756,0.13106,0,0.92281,0.86118,0.91072,0.81583,0.93194,0.86215,0.9155,0.80234,0.44152,0.83189,0.35893,0,0.0002098,0.0002098,0.0002098,0.0002098
296,54515.192,0.17257,0.24942,0.13055,0,0.92553,0.85828,0.91052,0.8157,0.93301,0.86132,0.91569,0.8026,0.44254,0.83348,0.35956,0,0.0001765,0.0001765,0.0001765,0.0001765
297,54636.734,0.17317,0.25138,0.12993,0,0.92048,0.86175,0.91044,0.81519,0.92025,0.87023,0.91559,0.80265,0.44354,0.83484,0.36009,0,0.0001432,0.0001432,0.0001432,0.0001432
298,54757.414,0.17199,0.24631,0.12932,0,0.92605,0.85828,0.91025,0.81491,0.92037,0.87101,0.91522,0.80227,0.44429,0.83592,0.36093,0,0.0001099,0.0001099,0.0001099,0.0001099
299,54878.536,0.17006,0.24917,0.12849,0,0.92109,0.86202,0.9101,0.81458,0.92055,0.87061,0.91514,0.80233,0.4452,0.83664,0.361,0,7.66e-05,7.66e-05,7.66e-05,7.66e-05
300,54998.624,0.17027,0.24571,0.12728,0,0.92075,0.8623,0.91062,0.81455,0.92029,0.86988,0.91523,0.80208,0.44597,0.83843,0.3617,0,4.33e-05,4.33e-05,4.33e-05,4.33e-05
